Test Name=,
Test Request Number=,8273
Data Type=,1
Data Extracted on(Server)=,6/3/2022 1:50:43 AM Eastern Standard Time
Selected Start Time(Could be different from actual)= , 2/2/2022 4:58:27 AM
Selected End Time(Could be different from actual)= , 2/3/2022 1:40:49 PM
New Output File Format =,TRUE
Export Header =,TRUE
DataTypeDesired,Scan Data
How Often (seconds)= , 0
MaxLinesDesiredInFile= ,-1
MaxColsDesiredInFile= ,-1
Filter List
Filter Variable,Min Filter Value, Max Filter Value, Ignore Zero (0=do not ignore, 1 = ignore)

###
Date,Time,Time (UTC),Test ID number,Test point sequence number,Test point identification,ca_52 : LOAD :  : MW : Load,ca_57 : TEXHAUST :  : degF : Exhaust temp
02/02/2022, 04:58:27.088,1643795907.088,8273,0,na,0,47.20615386963
02/02/2022, 04:58:57.270,1643795937.27,8273,0,na,0,47.30302429199
02/02/2022, 04:59:27.282,1643795967.282,8273,0,na,0,47.24430084229
02/02/2022, 04:59:57.295,1643795997.295,8273,0,na,0,47.23147964478
02/02/2022, 05:00:27.308,1643796027.308,8273,0,na,0,47.19952774048
02/02/2022, 05:00:57.316,1643796057.316,8273,0,na,0,47.20078659058
02/02/2022, 05:01:27.327,1643796087.327,8273,0,na,0,47.17561721802
02/02/2022, 05:01:57.338,1643796117.338,8273,0,na,0,47.21384429932
02/02/2022, 05:02:27.350,1643796147.35,8273,0,na,0,47.23410415649
02/02/2022, 05:02:57.361,1643796177.361,8273,0,na,0,47.25539016724
02/02/2022, 05:03:27.366,1643796207.366,8273,0,na,0,47.1946105957
02/02/2022, 05:03:57.370,1643796237.37,8273,0,na,0,47.22429656982
02/02/2022, 05:04:27.374,1643796267.374,8273,0,na,0,47.15566635132
02/02/2022, 05:04:57.379,1643796297.379,8273,0,na,0,48.38065338135
02/02/2022, 05:05:27.384,1643796327.384,8273,0,na,0,49.7960357666
02/02/2022, 05:05:57.388,1643796357.388,8273,0,na,0,50.88621520996
02/02/2022, 05:06:27.393,1643796387.393,8273,0,na,0,51.76211929321
02/02/2022, 05:06:57.397,1643796417.397,8273,0,na,0,52.31603622437
02/02/2022, 05:07:27.401,1643796447.401,8273,0,na,0,52.7854309082
02/02/2022, 05:07:57.405,1643796477.405,8273,0,na,0,53.08101654053
02/02/2022, 05:08:27.409,1643796507.409,8273,0,na,0,53.34676361084
02/02/2022, 05:08:57.415,1643796537.415,8273,0,na,0,53.6159286499
02/02/2022, 05:09:27.418,1643796567.418,8273,0,na,0,53.78037261963
02/02/2022, 05:09:57.422,1643796597.422,8273,0,na,0,53.95281219482
02/02/2022, 05:10:27.427,1643796627.427,8273,0,na,0,54.07019805908
02/02/2022, 05:10:57.431,1643796657.431,8273,0,na,0,54.26601028442
02/02/2022, 05:11:27.435,1643796687.435,8273,0,na,0,54.33094406128
02/02/2022, 05:11:57.440,1643796717.44,8273,0,na,0,54.50527191162
02/02/2022, 05:12:27.445,1643796747.445,8273,0,na,0,54.54364013672
02/02/2022, 05:12:57.449,1643796777.449,8273,0,na,0,54.58594512939
02/02/2022, 05:13:27.454,1643796807.454,8273,0,na,0,54.57258987427
02/02/2022, 05:13:57.459,1643796837.459,8273,0,na,0,54.6778717041
02/02/2022, 05:14:27.463,1643796867.463,8273,0,na,0,54.77507019043
02/02/2022, 05:14:57.467,1643796897.467,8273,0,na,0,54.79772949219
02/02/2022, 05:15:27.472,1643796927.472,8273,0,na,0,54.85594177246
02/02/2022, 05:15:57.476,1643796957.476,8273,0,na,0,54.85458374023
02/02/2022, 05:16:27.480,1643796987.48,8273,0,na,0,54.93450927734
02/02/2022, 05:16:57.483,1643797017.483,8273,0,na,0,54.87237167358
02/02/2022, 05:17:27.497,1643797047.497,8273,0,na,0,54.88809967041
02/02/2022, 05:17:57.509,1643797077.509,8273,0,na,0,54.9020614624
02/02/2022, 05:18:27.530,1643797107.53,8273,0,na,0,54.92909240723
02/02/2022, 05:18:57.547,1643797137.547,8273,0,na,0,54.8868560791
02/02/2022, 05:19:27.560,1643797167.56,8273,0,na,0,54.97240829468
02/02/2022, 05:19:57.576,1643797197.576,8273,0,na,0,55.01777267456
02/02/2022, 05:20:27.588,1643797227.588,8273,0,na,0,54.97985458374
02/02/2022, 05:20:57.603,1643797257.603,8273,0,na,0,55.03215026855
02/02/2022, 05:21:27.609,1643797287.609,8273,0,na,0,55.05028533936
02/02/2022, 05:21:57.613,1643797317.613,8273,0,na,0,55.02785873413
02/02/2022, 05:22:27.617,1643797347.617,8273,0,na,0,54.95631408691
02/02/2022, 05:22:57.621,1643797377.621,8273,0,na,0,55.01943588257
02/02/2022, 05:23:27.625,1643797407.625,8273,0,na,0,54.93208694458
02/02/2022, 05:23:57.629,1643797437.629,8273,0,na,0,54.97705459595
02/02/2022, 05:24:27.633,1643797467.633,8273,0,na,0,54.97415542603
02/02/2022, 05:24:57.637,1643797497.637,8273,0,na,0,55.00026321411
02/02/2022, 05:25:27.640,1643797527.64,8273,0,na,0,54.96857833862
02/02/2022, 05:25:57.644,1643797557.644,8273,0,na,0,54.8983039856
02/02/2022, 05:26:27.648,1643797587.648,8273,0,na,0,54.92094802856
02/02/2022, 05:26:57.651,1643797617.651,8273,0,na,0,54.93850326538
02/02/2022, 05:27:27.655,1643797647.655,8273,0,na,0,54.9228477478
02/02/2022, 05:27:57.659,1643797677.659,8273,0,na,0,54.90528869629
02/02/2022, 05:28:27.663,1643797707.663,8273,0,na,0,54.89897918701
02/02/2022, 05:28:57.667,1643797737.667,8273,0,na,0,54.86149597168
02/02/2022, 05:29:27.683,1643797767.683,8273,0,na,0,54.84194946289
02/02/2022, 05:29:57.697,1643797797.697,8273,0,na,0,54.833568573
02/02/2022, 05:30:27.709,1643797827.709,8273,0,na,0,54.84272384644
02/02/2022, 05:30:57.724,1643797857.724,8273,0,na,0,54.73566818237
02/02/2022, 05:31:27.738,1643797887.738,8273,0,na,0,54.78987884521
02/02/2022, 05:31:57.754,1643797917.754,8273,0,na,0,54.7953338623
02/02/2022, 05:32:27.769,1643797947.769,8273,0,na,0,54.72874450684
02/02/2022, 05:32:57.782,1643797977.782,8273,0,na,0,54.68622970581
02/02/2022, 05:33:27.793,1643798007.793,8273,0,na,0,54.67100906372
02/02/2022, 05:33:57.806,1643798037.806,8273,0,na,0,54.62305450439
02/02/2022, 05:34:27.817,1643798067.817,8273,0,na,0,54.67351531982
02/02/2022, 05:34:57.831,1643798097.831,8273,0,na,0,54.59874343872
02/02/2022, 05:35:27.842,1643798127.842,8273,0,na,0,54.600440979
02/02/2022, 05:35:57.860,1643798157.86,8273,0,na,0,54.5700302124
02/02/2022, 05:36:27.872,1643798187.872,8273,0,na,0,54.53586578369
02/02/2022, 05:36:57.883,1643798217.883,8273,0,na,0,54.54233169556
02/02/2022, 05:37:27.892,1643798247.892,8273,0,na,0,54.42853164673
02/02/2022, 05:37:57.898,1643798277.898,8273,0,na,0,54.39661407471
02/02/2022, 05:38:27.901,1643798307.901,8273,0,na,0,54.38827896118
02/02/2022, 05:38:57.906,1643798337.906,8273,0,na,0,54.34538269043
02/02/2022, 05:39:27.910,1643798367.91,8273,0,na,0,54.33560943604
02/02/2022, 05:39:57.912,1643798397.912,8273,0,na,0,54.3514289856
02/02/2022, 05:40:27.917,1643798427.917,8273,0,na,0,54.29934692383
02/02/2022, 05:40:57.921,1643798457.921,8273,0,na,0,54.24718475342
02/02/2022, 05:41:27.924,1643798487.924,8273,0,na,0,54.22969818115
02/02/2022, 05:41:57.928,1643798517.928,8273,0,na,0,54.23152160645
02/02/2022, 05:42:27.932,1643798547.932,8273,0,na,0,54.15878295898
02/02/2022, 05:42:57.936,1643798577.936,8273,0,na,0,54.15701293945
02/02/2022, 05:43:27.940,1643798607.94,8273,0,na,0,54.16200256348
02/02/2022, 05:43:57.944,1643798637.944,8273,0,na,0,54.13012695313
02/02/2022, 05:44:27.948,1643798667.948,8273,0,na,0,54.0735168457
02/02/2022, 05:44:57.952,1643798697.952,8273,0,na,0,54.06475067139
02/02/2022, 05:45:27.955,1643798727.955,8273,0,na,0,54.01782226563
02/02/2022, 05:45:57.960,1643798757.96,8273,0,na,0,53.97826385498
02/02/2022, 05:46:27.964,1643798787.964,8273,0,na,0,53.99195861816
02/02/2022, 05:46:57.968,1643798817.968,8273,0,na,0,53.94181442261
02/02/2022, 05:47:27.973,1643798847.973,8273,0,na,0,53.92791748047
02/02/2022, 05:47:57.980,1643798877.98,8273,0,na,0,53.89702224731
02/02/2022, 05:48:27.991,1643798907.991,8273,0,na,0,53.87281417847
02/02/2022, 05:48:58.003,1643798938.003,8273,0,na,0,53.94721221924
02/02/2022, 05:49:28.018,1643798968.018,8273,0,na,0,53.87871932983
02/02/2022, 05:49:58.034,1643798998.034,8273,0,na,0,53.86707305908
02/02/2022, 05:50:28.047,1643799028.047,8273,0,na,0,53.85512924194
02/02/2022, 05:50:58.061,1643799058.061,8273,0,na,0,53.85791015625
02/02/2022, 05:51:28.073,1643799088.073,8273,0,na,0,53.83026123047
02/02/2022, 05:51:58.083,1643799118.083,8273,0,na,0,53.82322311401
02/02/2022, 05:52:28.088,1643799148.088,8273,0,na,0,53.71109390259
02/02/2022, 05:52:58.092,1643799178.092,8273,0,na,0,53.71314239502
02/02/2022, 05:53:28.097,1643799208.097,8273,0,na,0,53.70328903198
02/02/2022, 05:53:58.102,1643799238.102,8273,0,na,0,53.69853210449
02/02/2022, 05:54:28.106,1643799268.106,8273,0,na,0,53.68413162231
02/02/2022, 05:54:58.111,1643799298.111,8273,0,na,0,53.71488952637
02/02/2022, 05:55:28.115,1643799328.115,8273,0,na,0,53.72248458862
02/02/2022, 05:55:58.118,1643799358.118,8273,0,na,0,53.63858413696
02/02/2022, 05:56:28.123,1643799388.123,8273,0,na,0,53.55676651001
02/02/2022, 05:56:58.127,1643799418.127,8273,0,na,0,53.63623428345
02/02/2022, 05:57:28.130,1643799448.13,8273,0,na,0,53.51741790771
02/02/2022, 05:57:58.135,1643799478.135,8273,0,na,0,53.54997634888
02/02/2022, 05:58:28.139,1643799508.139,8273,0,na,0,53.52633666992
02/02/2022, 05:58:58.143,1643799538.143,8273,0,na,0,53.51035690308
02/02/2022, 05:59:28.155,1643799568.155,8273,0,na,0,53.50377655029
02/02/2022, 05:59:58.159,1643799598.159,8273,0,na,0,53.48926544189
02/02/2022, 06:00:28.163,1643799628.163,8273,0,na,0,53.43000030518
02/02/2022, 06:00:58.167,1643799658.167,8273,0,na,0,53.37647628784
02/02/2022, 06:01:28.172,1643799688.172,8273,0,na,0,53.43407058716
02/02/2022, 06:01:58.176,1643799718.176,8273,0,na,0,53.42206954956
02/02/2022, 06:02:28.180,1643799748.18,8273,0,na,0,53.39498138428
02/02/2022, 06:02:58.185,1643799778.185,8273,0,na,0,53.38103866577
02/02/2022, 06:03:28.189,1643799808.189,8273,0,na,0,53.37420272827
02/02/2022, 06:03:58.193,1643799838.193,8273,0,na,0,53.29199981689
02/02/2022, 06:04:28.198,1643799868.198,8273,0,na,0,53.34505081177
02/02/2022, 06:04:58.203,1643799898.203,8273,0,na,0,53.28298950195
02/02/2022, 06:05:28.206,1643799928.206,8273,0,na,0,53.32773971558
02/02/2022, 06:05:58.211,1643799958.211,8273,0,na,0,53.29630279541
02/02/2022, 06:06:28.216,1643799988.216,8273,0,na,0,53.32406616211
02/02/2022, 06:06:58.219,1643800018.219,8273,0,na,0,53.30556106567
02/02/2022, 06:07:28.224,1643800048.224,8273,0,na,0,53.23503494263
02/02/2022, 06:07:58.228,1643800078.228,8273,0,na,0,53.23478317261
02/02/2022, 06:08:28.232,1643800108.232,8273,0,na,0,53.25074005127
02/02/2022, 06:08:58.237,1643800138.237,8273,0,na,0,53.20658111572
02/02/2022, 06:09:28.241,1643800168.241,8273,0,na,0,53.21067428589
02/02/2022, 06:09:58.245,1643800198.245,8273,0,na,0,53.20580291748
02/02/2022, 06:10:28.250,1643800228.25,8273,0,na,0,53.1791343689
02/02/2022, 06:10:58.254,1643800258.254,8273,0,na,0,53.14244842529
02/02/2022, 06:11:28.258,1643800288.258,8273,0,na,0,53.2088470459
02/02/2022, 06:11:58.263,1643800318.263,8273,0,na,0,53.13707351685
02/02/2022, 06:12:28.267,1643800348.267,8273,0,na,0,53.08870315552
02/02/2022, 06:12:58.271,1643800378.271,8273,0,na,0,53.10396194458
02/02/2022, 06:13:28.275,1643800408.275,8273,0,na,0,53.11325073242
02/02/2022, 06:13:58.280,1643800438.28,8273,0,na,0,53.10261154175
02/02/2022, 06:14:28.284,1643800468.284,8273,0,na,0,53.11039352417
02/02/2022, 06:14:58.288,1643800498.288,8273,0,na,0,53.03532791138
02/02/2022, 06:15:28.292,1643800528.292,8273,0,na,0,53.03433609009
02/02/2022, 06:15:58.297,1643800558.297,8273,0,na,0,53.01781082153
02/02/2022, 06:16:28.301,1643800588.301,8273,0,na,0,52.9790802002
02/02/2022, 06:16:58.304,1643800618.304,8273,0,na,0,53.04709625244
02/02/2022, 06:17:28.309,1643800648.309,8273,0,na,0,52.97148132324
02/02/2022, 06:17:58.313,1643800678.313,8273,0,na,0,52.94071960449
02/02/2022, 06:18:28.318,1643800708.318,8273,0,na,0,52.98815155029
02/02/2022, 06:18:58.321,1643800738.321,8273,0,na,0,52.93956756592
02/02/2022, 06:19:28.325,1643800768.325,8273,0,na,0,52.92965698242
02/02/2022, 06:19:58.331,1643800798.331,8273,0,na,0,52.91372680664
02/02/2022, 06:20:28.335,1643800828.335,8273,0,na,0,52.89442825317
02/02/2022, 06:20:58.339,1643800858.339,8273,0,na,0,52.8780632019
02/02/2022, 06:21:28.344,1643800888.344,8273,0,na,0,52.89907073975
02/02/2022, 06:21:58.348,1643800918.348,8273,0,na,0,52.84587097168
02/02/2022, 06:22:28.352,1643800948.352,8273,0,na,0,52.82809829712
02/02/2022, 06:22:58.356,1643800978.356,8273,0,na,0,52.8882484436
02/02/2022, 06:23:21.366,1643801001.366,8273,2071,Emissions_Pre_zero_System1and2,0,52.80018234253
02/02/2022, 06:23:22.368,1643801002.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.81489181519
02/02/2022, 06:23:23.368,1643801003.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.83868408203
02/02/2022, 06:23:24.368,1643801004.368,8273,2071,Emissions_Pre_zero_System1and2,0,52.78396224976
02/02/2022, 06:23:25.369,1643801005.369,8273,2071,Emissions_Pre_zero_System1and2,0,52.73064804077
02/02/2022, 06:23:26.369,1643801006.369,8273,2071,Emissions_Pre_zero_System1and2,0,52.80525970459
02/02/2022, 06:23:27.370,1643801007.37,8273,2071,Emissions_Pre_zero_System1and2,0,52.77764511108
02/02/2022, 06:23:28.371,1643801008.371,8273,2071,Emissions_Pre_zero_System1and2,0,52.82133483887
02/02/2022, 06:23:29.372,1643801009.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.76426696777
02/02/2022, 06:23:30.372,1643801010.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.81542205811
02/02/2022, 06:23:31.372,1643801011.372,8273,2071,Emissions_Pre_zero_System1and2,0,52.82638549805
02/02/2022, 06:23:32.410,1643801012.41,8273,2071,Emissions_Pre_zero_System1and2,0,52.80430221558
02/02/2022, 06:23:33.411,1643801013.411,8273,2071,Emissions_Pre_zero_System1and2,0,52.78918075562
02/02/2022, 06:23:34.411,1643801014.411,8273,2071,Emissions_Pre_zero_System1and2,0,52.80791473389
02/02/2022, 06:23:35.412,1643801015.412,8273,2071,Emissions_Pre_zero_System1and2,0,52.83173751831
02/02/2022, 06:23:36.413,1643801016.413,8273,2071,Emissions_Pre_zero_System1and2,0,52.8674621582
02/02/2022, 06:23:58.440,1643801038.44,8273,0,na,0,52.81537628174
02/02/2022, 06:24:28.448,1643801068.448,8273,0,na,0,52.78579330444
02/02/2022, 06:24:58.459,1643801098.459,8273,0,na,0,52.77618026733
02/02/2022, 06:25:28.471,1643801128.471,8273,0,na,0,52.83139419556
02/02/2022, 06:25:58.481,1643801158.481,8273,0,na,0,52.76236343384
02/02/2022, 06:26:28.487,1643801188.487,8273,0,na,0,52.7299156189